	comment	label	label_id
276	من در توضیحات سس بیشتری سفارش دادم که در نهایت انجام نشد	SAD	1
277	سالاد سزار واقعا این نیست خدایی …دو پر فیله مرغ و دو تا دونه گوجه گیلاسی.. بقیه‌اش کامل کاهو.. پیتزا هم چندان تعریفی نداشت	SAD	1
278	مزه ش فرق کرده بود: (	SAD	1
279	پیتزا قارچ و مرغ اصلا کیفیت نداشت	SAD	1
280	بی مزه‌ترین گوشت برگری که تا به حال خوردم، دریغ از یه مقدار طعم!	SAD	1
281	شیرینی تازه بود برخورد پیک هم بسیار خوب بود	HAPPY	0
282	ساندویچ هات رویال سرد بود و خیلی تند، در ضمن توی سفارش قید کرده بودم داخل ساندویچ سس نداشته باشد ولی پر از سس بود، بطوری که نون ساندویچ خیس و خمیر شده بود،، از نظر کیفیت واقعا پایین بود. و قابل خوردن نبود …	SAD	1
283	با سلام وقتی جنسی را ندارید زودتر اصلاح کنید بنده به خاطر انار دون شده باقی اجناس را سفارش دادم	SAD	1
284	سس مخصوص نگذاشتون ولی تو منو بود	HAPPY	0
285	من ماست پروبیوتیک هراز سفارش دادم ولی ماست سون کاله آوردن که نمیخواستم، ماست هراز رو بخاطر پروبیوتیک بودنش سفارش داده بودم	HAPPY	0
286	خیلی خیلی تازه و خوشمزه بودن، مخصوصا رولت‌ها، عالی بودن. خیلی هم زود به دستم رسید ممنون	HAPPY	0
287	۲تا سنگگ یک ساعت و بیست دقیقه باید طول بکشه؟!!! غذا تموم شد نیم ساعت بعد سنگگ‌ رسید	SAD	1
288	۴عدد بستنی داخل سفارشم بود اما ارسال نشد حتی داخل فاکتور هم تیک نخورده اگر نداشتن باید اطلاع میدادن ممنون	SAD	1
289	ممنون از تخفیف در این روزهای سخت اقتصادی	HAPPY	0
290	حجم غذا فوق العاده کم بود، مخصوصا نسبت به قیمت واقعا کم بود	SAD	1
291	غذا خیلیییییییییییییی دیر تحویل داده شد و غذا کاملا سرد بود اصلا و ابدا راضی نیستم و دیگه از اینجا سفارش نمیدم …	SAD	1
292	طعم غذا خوب بود ولی کاملا یخ کرده بود و قابل خوردن نبود و مجدد گرم شد	SAD	1
293	عالی بود مثل همیشه پر مخلفات و گرم	HAPPY	0
294	امروز ٢ بار سفارش دادیم ه بار چیزهایی اضافی و کسری چیزی که خواستیم در صورتی که چکم کردم برای سفارش دوم	SAD	1
295	فقط ساندویچ سرد شده بود، با اینکه ده دقیقه‌ای آمد!	HAPPY	0
296	برگش خیلی عالی بود ولی کباب لقمه‌اش بد بود واقعا به سختی میشد یه تیکه ازش جدا کرد اتقدر سفت بود!!! بعید بود هنچین غذایی از شما!!!!	SAD	1
297	قبلا خیلی خوب بود ولی نمیدونم چرا اینقدر مزه‌اش تغییر کرده، احتمالا موادی با کیفیت کمتر استفاده میکنن. حیف	SAD	1
298	زرشک پلو با مرغ با بوی بسیار بد	SAD	1
299	پک دیزی با این که تو تخفیف ۴۰ درصدی بود کم و کاستی نداشت و مثل همیشه عالی بود فقط بنظرم یدونه لیمو عمانی حتی کوچیک برای ظرف دیزی زیاده و اینکه دیزی دنبه نداشت که باز این مورد می‌تونه انتخابی باشه موقع سفارش در کل عالی	HAPPY	0
300	حجم و کیفیت غذا نسبت به قبل بسیار افت داشت متاسفم واقعا فک نکنم دیگه از اینجا بگیرم	SAD	1
301	با سلام من قارچ سفارش داده بودم که به من قارچ سیاه و پلاسیده تحویل دادند. به نظرم باید پیک توجه بیشتری به خرید بکند یا به فروشگاه تذکر داده شود که اعتماد سازی شود	SAD	1
302	تاریخ محصولی که ارسال می‌کنید به روز یا در روز تعطیل نزدیک به روز باشه الان تاریخ انقضای شیرتون همین امروز ۱۵ هست و تاریخ نان تست به روز نیست سه روز دیگه مهلت دتره ما که شرایت نگهداریتونو نمی‌دونیم ولی اگه به روز ارسال کنید تین مشکلات هم حل می‌شه و ما باخیال راحت محصولو مصرف می‌کنیم طلب خیر هم برای شما می‌کنیم ممنون	SAD	1
303	عالی بود، دستتون درد نکنه، مشتریتون شدم	HAPPY	0
304	خیلی تاخیر داشت و آیس پک‌ها آب شده بودن همراه آیس پک‌ها نی موجود نبود لیوان برای آبمیوه آورده نشده بود	SAD	1
305	بستنی که سفارش داده بودم متاسفانه یکی از بستنی‌ها به علت ضربه بسته بندیش باز شده بود،	HAPPY	0
306	شیرینی‌های‌تر کیفیت پایینی داشت و مونده بود!	SAD	1
307	همیشه محصولات با کیفیتی رو اراءه میدن ولی امروز کیسه زباله سبز گرفتم که خوب نبود و کیسه زباله فسیل که کیفیتش عالیه نداشتن	HAPPY	0
308	خیلی سریع بدستم رسید و‌کیفیت سفارش طبق انتظار بود ممنون	HAPPY	0
309	با یک ساعت تاخیر رسید. خیلییی سرد و بد مزه بود.	SAD	1
310	میتونم بگم یکی از بهترین پیتزاهای باروژ بعد از پیتزا باروژ هست و اصلا نمیتونم باکسی شریک شم تو خوردنش:)	HAPPY	0
311	کیفیت غذا خیلی پایین اومده متأسفانه اصلا خوب نبود	SAD	1
312	سوپ رو ندادید خوبه ۲ قلم سفارش بود	SAD	1
313	بجای بیسکوییت شیرین عسل، باراکا ارسال شد بود.	SAD	1
314	میزان تخم مرغ ۱عدد کافی نیست حداقل ۲تا	HAPPY	0
315	پتزا کاملا سرد بدست ما رسید	SAD	1
316	ذرت مکزیکی فقط سس بود یعنی غرق سس بودا شیر پسته هم فقط خامه بود بیشتر شیر خامه بود تا شیر پسته من اصلا راضی نبودم	SAD	1
317	واقعن بی کیفیت بود.	SAD	1
318	واقعا پیک باروژ ضعیفه موقع ناهار سفارش بدید شاید سر شام برسه اونم شاید	SAD	1
319	متاسفانه با وجود نزدیکیه محل تحویل با رستوران، بیش از ۱ساعت و نیم زمان برد برای تحویل غذا!!!!!!	SAD	1
320	عالی بود بنده به علت شغلم کاملا مرغ و گوشت را میشناسم جوجه کباب از قسمت بالای ران (کعب) تشکیل شده بود که فوق العاده لطیف هست و دارای رگ و ریشه نیست ضمن اینکه از نظر قیمتی هم گرانترین قسمت مرغ میباشد خیلی خوب پخته شده بود و کاملا مرینت و مزه دار شده بود ممنون و تشکر	HAPPY	0
321	ته چین بوی تخم مرغ می‌داد و مرغ لابلای برنج خوب نود	SAD	1
322	با سلام، پیتزا استیک گوشت تکه‌ای بود و اینکه کلا طعم زیتون استفاده شده در پیتزا غالب بود	SAD	1
323	یکم چرب بود قیمت غذا نسبت به کیفیت زیاد بود! نوشابشم عالی بود!	HAPPY	0
324	ممنون در مجموع خوب بود فقط فالوده‌اش هیچ شربتی چیزی نداشت. فقط رشته بود	HAPPY	0
325	طعم غالب گوجه و رب کیفیت سوپ رو به شدت تحت تاثیر قرار داده بود	SAD	1
326	بسیار کم مواد اصلا قارچی دیده نمیشد بخصوص قسمت قارچ و گوشت اصلا نسبت به اندازه و موادش قیمتش نمی‌ارزه	HAPPY	0
327	من مشتری شما بودم و بار اولم نیست که سفارش میدم، از شعبه‌های مختلف هم غذا سفارش دادم، ولی قطعا این آخرین بارم بود، از من گذشته ولی هیچ وقت غذای بیات که قبلا درست شده و رو دست تون مونده واسه مشتری اونم دائمی مثل من نفرستید، امیدوارم واسه بقیه این مشکل پیش نیاد ارادت	SAD	1
328	زمان زیاد آماده شدن و ارسال غذا	HAPPY	0
329	بسیار با کیفیت حجم زیاد پیک مودب و باشخصیت ممنون از رستوران خوبتون	HAPPY	0
330	بنظرم مرغ رو در فر می‌پزید چون هم خیلی خوشمزه بود و هم خیلی خوب پخت شده بود تنها اشکالش این بود که اگه بتونید کنار جعفری پیاز خورد شده بزارید یا پیاز رو جدا گانه قرار بدید و یه تیکه لیمو ترش تازه بهش اضافه کنید بینظیر‌ترین و لذیذ‌ترین مرغ بریان منطقه خواهد شد. از مدیر و کارکنان محترم مخصوصا سر آشپز عزیز تون سپاسگزارم	HAPPY	0
331	من قبلا سوخاری گرفته بودم از اینجا و راضی بودم. اینبار اما کیفیت بسته بندی پایین بود واقعا، جعبه‌ای که محتوی غذا بود کاملا بی کیفیت بود و کف جعبه کاملا چرب و سیاه شده بود. البته مشخص بود جعبه متفرقه هست و هیچ نشان بهداشتی هم نداشت متاسفانه. همچنین خود تکه‌های سوخاری هم کیفیت بالایی نداشت و مواد سوخاری مثل پوست به راحتی کنده شدن. من آلپارو رو هم بخاطر کیفیتش و برخورد پرسنلش قبول داشتم ولی …	SAD	1
332	شیر بدون لاکتوز ارسال نشد	SAD	1
333	پیتزای پپرونی خیلی خوبی بود سرعت ارسال هم خوب بود	HAPPY	0
334	برای کسانی که پاستا دوست دارند، خرید از این شاپ رو توصیه میکنم عالی بود	HAPPY	0
335	سلام. مثل همیشه عالی..	HAPPY	0
336	پیتزای ارسالی سرد بود	SAD	1
337	نان هات داگ بسیار بیات و کهنه بود، غذا بسیار سرد بود	SAD	1
338	پیک کمی تأخیر داشت ولی غذا عالی بود	HAPPY	0
339	خیلی به موقع اومدن، قیمت‌ها هم مناسب بود	HAPPY	0
340	چیپس و پنیر واقعا بد طعم و غیر قابل خوردن بود	SAD	1
341	این اژدها دیگه اون اژدهای سابق نیست. قبلا پر پنیر بود الان باید کلی بگردی تازه یه کم پنیر پیدا کنی. لطفا تو مخلفات که نوشتین پنیر فراوان حذفش کنید وقتی دیگه پنیر نمیریزید. خیلی خیلی ضعیف شدین.	SAD	1
342	نانها شور بود تمام نانها رو داغ داغ داخل نایلون گذاشته بودند که عرق کرده بودند و خمیر شده بود نان سنگک و نان بربری رو جدا نکرده باهم داخل نایلون گذاشته بود	SAD	1
343	اصولا قرمه سبزی فیلیپر خیلی خوبه ولی ایندفعه انگار ته گرفته بود و برای قوامش آرد اضافه کرده بودن طعم سوختگی داشت.	HAPPY	0
344	عااااالی بود ممنونم ازتون	HAPPY	0
345	پیتزا فوق العاده کوچک بود سایز غذای بچه بود حتی یه نفره هم نبود.	SAD	1
346	بی نظیر واژه‌ی کمیه برای شماااااا مثل همیشه عالی	HAPPY	0
347	اول اینکه با بسته بندی نامناسب باعث شده بودن کل ماست روی تمام بقیه خریدا ریخته بود و از حیاط که اون اقا اومده بود داخل تمام راهرو و اسانسور و …. مارو به گند کشیده بود بعد باز رفتن ماست خریدن که این ماستی که من سفارش دادم نبود و سون خریدن و همچنین بستنی که من سفارش دادم وانیلی میهن بود که برای من پاک فرستادن من اگر پاک میخواستم خودم بلدم بودم پاک رو انتخاب کنم خوبه که به انتخاب مشتری احترام بزارین و ازخودتون تصمیم نگیرین	SAD	1
348	خوب بود. سه نفر سیر شدیم	HAPPY	0
349	مثل همیشه عالی و تازه و سریع	HAPPY	0
350	غذا کمی زودتر از زمان پیش بینی کاملا گرم و سالم به دستم رسید. کیفیت غذا عالی بود، حجمش مناسب بود، برگر کاملا پخته و طعم دار شده بود. سرعت و طرز برخورد پیک هم خیلی خوب بود. واقعا ممنون از چورک برگر و اسنپ فود	HAPPY	0
351	پیک غذا رو اشتباه آورده	SAD	1
352	یه املت یک ساعت!!!! مسافت تا رستوران ۳۰۰ متر!!!	SAD	1
353	یه وسایل میخاد برداره و بیاره غذا که نمیخاد بپزه ۴۰-۵۰دقیقه طولش داد	SAD	1
354	غذا کمی شور بود و از ادویه‌های مناسبی استفاده نشده بود.	SAD	1
355	سلام لطفا یا تخفیف ندید یا اگه تخفیف میدید واقعا تخفیف بدید! نه این که از حجم غذا کم کنید … مقدار سیب زمینی چیکن استریپس که خیلی کم بود اصن … کیفیت پیتزا هم داره میاد پایین … من مشتری اینجا هستم و همیشه راضی بودم ولی این دفعه …	HAPPY	0
356	بسیار بد. سرد، بدبو و خشک ضمن اینکه من چیزبرگر درخواست کرده بودم در حالیکه خبری از پنیر نبود.	SAD	1
357	ساندویچ مرغ فرانسوی سفارش دادم که هم گرم رسید و هم کیفیت قابل قبولی داشت.	HAPPY	0
358	سلام خسته نباشین تو توضیحات خواسته بودم قبل از تحویل به پیک در کیسه‌های پلاستیکی که سفارش داخلشه گره بزنن ولی متاسفانه رعایت نشده بود ولی کیفیت محصولات مثل همیشه خوب بود.	SAD	1
359	اصلا شبیه به عکسش پر پیمون نبود ۲لایه ژامبون و.. به نظرم به این قیمت نمی‌ارزه ولی خوشمزش	HAPPY	0
360	با درود فراوان از مدیریت و سرآشپز دیگی تنوری تشکر مینمایم، غذا (دیگی تنوری) بسیار عالی و خوشمزه بود. بنده از بابت نبودن مخلفات همراه غذا کمی متاثر شدم که قطعا اگر می‌بود غذا از این خوشمزه‌تر می‌گردید.	HAPPY	0
361	صابون آنتی باکتریال دتول در بسته بندی نبود. با تشکر از پیک اسنپ فود	HAPPY	0
362	بوی زهم مرغ گرفته نشده بود.	HAPPY	0
363	من سس کارامل گرفته بودم که ارسال نشده! لطفا پیگیری کنید	HAPPY	0
364	خمیر نونش خیلی بیش از اندازه خشک بود و مزه مونده میداد	SAD	1
365	پشتیبانی اسنپ فود خوب بود اما ارسال از رستوران خیلی تاخیر داشت	HAPPY	0
366	عالی بود	HAPPY	0
367	سیب زمینی بر خلاف همیشه تازه نبود.	HAPPY	0
368	شیرینیها بخصوص رولت خشک و مونده بودن	SAD	1
369	من یه نوع شیرینی سفارش داده بودم ولی شیرینی مخلوط برام فرستادن من کلا لطیفه و رولت دوست ندارم	SAD	1
370	فقط سیب زمینی‌ها خام بود که عجیب بود و قبلا سابقه نداشت. سوپ جو هم معمولی بود ولی سوخاری خوشمزه بود. نان سیر فرستاده بودند که واقعا خوشمزه بود و ممنون.	HAPPY	0
371	کیفیت خوب بود ولی خیلی کم بود	HAPPY	0
372	ضعف در کیفیت غذا ادوات خیلی کم غذا (۱ سس برای پیتزا)	SAD	1
373	قسمت هایی از استیک پیتزا خام بود و مزه سیر نمیداد.	HAPPY	0
374	ما معمولا این غذا رو سفارش میدیم و همیشه خیلی کیفیت خوبی داره ولی چند بار وقتی تو تخفیف هستش سفارش دادیم و کیفیت خیلی خیلی پایین بود. اولا مقدارش خیلی کمتر از وقتهای معمولیه و سیب زمینی‌ها کم و چند بار گرم شده و سبزیجات و قارچ خیلی بی مزه بودن	SAD	1
375	سلام. اول اینکه با وجود فاصله‌ای کمتر از از ۳ کوچه با مجموعه؛ بیش از ۱ ساعت طول کشید ارسال سفارش. دوم اینکه: کیفیت مغزجات به کار رفته در ویتامینه به شدت افت کرده بود و قابل مقایسه با دفعات قبلی اگه اینجوری پیش بره مشتری‌ها تون رو از دست می‌دین	SAD	1
376	به جای نون بربری نون لواش کهنه فرستاده شد ولی در کل طعم املت خوب بود	SAD	1
377	پیتزا عالی مرغ سوخاری متوسط	HAPPY	0
378	بی کیفیت‌ترین و بد مزه‌ترین و بدترین پیتزایی بود که تابحال خوردم. یعنی درواقع نتونستم حتی ۱ تیکه‌اش رو بخورم. خیلی خیلی بد بود.	SAD	1
379	نوشابه شیشه سفارش دادم قوطی اوردن. ماست هم کوچیک هست	SAD	1
380	آبمیوه داخل کیسه حمل و نقل ریخته شده بود، بسته بندی نامناسبی داشته.	SAD	1
381	پیتزای گوشت رو با کالباس حجیم کرده بودند	SAD	1
382	سوپر مارکت بسیار بدی بود توصیه می‌کنم از اینجا سفارش نگذارید	SAD	1
383	قورمه سبزی، کباب تابه و پلو خیلی خیلی نپخته و غیر قابل خوردن بود. فقط به این فکر کردم که چطوری تونستن این غذا رو ارسال کنن.	SAD	1
384	چرب، بی مزه، چرب، بی مزه، چرب چرب چرب فقط پر از پنیر و بی طعم	SAD	1
385	سس خیلی تندی به غذا زده بودند	HAPPY	0
386	به جای قیمه بادمجان، قورمه سبزی فرستاده بودین: - (	SAD	1
387	من دو تا کنسرو لوبیا با قارچ سفارش دادم ولی کنسرو لوبیای معمولی فرستادین. کاش اگه نداشتین نمیذاشتین	SAD	1
388	سس مخصوص نداشت، سالاد تازه نبود، بخاطر نداشتن سس مناسب ساندویچ خیلی خشک بود	HAPPY	0
389	کاهو فرانسوی‌ها و ریحان‌ها بیات و یخ زده بود	SAD	1
390	اول اینکه من نخواسته بودم نان تیکه تیکه شود چرا اینکار روکردید دوم اینکه ۲ تا نان بزرگ خواسته بودم ظاهر امر یکی بود که امیدوارم واقعا دو تا بوده باشه و روزیتون حلال باشه	HAPPY	0
391	قیمتش بالا مقدار غذا کم، واقعا بد مزه بود! پیک آدرس و اشتباه رفت! بیشتر از یک ساعت طول کشید! غذا کاملا یخ بود!	SAD	1
392	عاااااللللللللیییییییییی تنها رستورانی که کیفیتش نه تنها کم نشده بلکه زیاد هم شده	HAPPY	0
393	غذا سرد سرد بود مجبور شدیم در ماکروفر گرم کنیم	SAD	1
394	کیفیت چیزبرگر بسیار پایین بود و سیب زمینی‌ها کهنه و بوی روغن میداد	SAD	1
395	من باورم نمیشه واسه این حجم از ساندویچ بندری ۳۰ هزار تومن از من گرفته شد! ‌ اولش فکر کردم اشتباهی همبرگر آوردن ولی ظاهر بسته بندی حتی برای همبرگر هم کوچیک بود! باز خداروشکر یه رستوران دیگه ساعت کارش تا ۱۲:۴۵ دقیقه بود و فرصت شد از یه جای دیگه سفارش بدم وگرنه دیشب گشنه میموندم.	SAD	1
396	شیرینی ناتلی شیرینی‌ها رو درست و عالی تحویل داده بود اما متأسفانه اسنپ انگار شیرینی‌ها رو بر گردونده بود و خودش به بدترین شکل توی جعبه چیده بود و آبروی من را جلوی میزبانی که منزلش دعوت بودم برد	SAD	1
397	ما فقط سرکار هستیم از اینجا سفارش میدیم با اینکه دوره بهمون	HAPPY	0
398	ماشروم برگر کاملا معمولی بود و سالاد کلم بسیار کوچک با قیمت ۴۰۰۰ تومان. موقعی که دیدم سالاد رو خندم گرفت. میکروسالاد کلم بودن ایشون!	SAD	1
399	با اینکه بارون بود ولی زیاد دیر نرسید ممنون از زحمتاتون	HAPPY	0
